mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	slur
14	12	71/2	71/2	0.5		1/4	1/4	Chord	3/4	3	1	1/8	1/8	1	211		articStaccatoAbove		
14	12	36	36	0.0		3/8	3/8	StaffText	3/4	3	1	0						cresc.	
14	12	36	36	0.5		3/8	3/8	Chord	3/4	3	1	1/8	1/8	1	212		articStaccatoAbove		
14	12	73/2	73/2	0.5		1/2	1/2	Chord	3/4	3	1	1/8	1/8	1	213		articStaccatoAbove		
14	12	37	37	0.5		5/8	5/8	Chord	3/4	3	1	1/8	1/8	1	214		articStaccatoAbove		
15	13	75/2	75/2	0.5		0	0	Chord	3/4	1	1	1/8	1/8	1	215		articStaccatoAbove		
15	13	38	38	0.5		1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	216		articStaccatoAbove		
15	13	77/2	77/2	0.5		1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	217		articStaccatoAbove		
15	13	39	39	0.5		3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	218		articStaccatoAbove		
15	13	79/2	79/2	0.5		1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	219		articStaccatoAbove		
15	13	40	40	0.5		5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	220		articStaccatoAbove		
15	13	75/2	75/2	0.5		0	0	Chord	3/4	2	1	1/8	1/8	1	221		articStaccatoBelow		
15	13	38	38	0.5		1/8	1/8	Chord	3/4	2	1	1/8	1/8	1	222		articStaccatoBelow		
15	13	77/2	77/2	0.5		1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	223		articStaccatoBelow		
15	13	39	39	0.5		3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	224		articStaccatoBelow		
15	13	79/2	79/2	0.5		1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	225		articStaccatoBelow		
15	13	40	40	0.5		5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	226		articStaccatoBelow		
15	13	75/2	75/2	0.5		0	0	Chord	3/4	3	1	1/8	1/8	1	227		articStaccatoAbove		
15	13	38	38	0.5		1/8	1/8	Chord	3/4	3	1	1/8	1/8	1	228		articStaccatoAbove		
15	13	77/2	77/2	0.5		1/4	1/4	Chord	3/4	3	1	1/8	1/8	1	229		articStaccatoAbove		
15	13	39	39	0.5		3/8	3/8	Chord	3/4	3	1	1/8	1/8	1	230		articStaccatoAbove		
15	13	79/2	79/2	0.5		1/2	1/2	Chord	3/4	3	1	1/8	1/8	1	231		articStaccatoAbove		
15	13	40	40	0.5		5/8	5/8	Chord	3/4	3	1	1/8	1/8	1	232		articStaccatoAbove		
15	13	39	39	0.0		3/8	3/8	StaffText	3/4	4	1	0						cresc.	
15	13	39	39	0.5		3/8	3/8	Chord	3/4	4	1	1/8	1/8	1	233		articStaccatoBelow		
15	13	79/2	79/2	0.5		1/2	1/2	Chord	3/4	4	1	1/8	1/8	1	234		articStaccatoBelow		
15	13	40	40	0.5		5/8	5/8	Chord	3/4	4	1	1/8	1/8	1	235		articStaccatoBelow		
16	14	81/2	81/2	0.5		0	0	Chord	3/4	1	1	1/8	1/8	1	236		articStaccatoAbove		
16	14	41	41	0.5		1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	237		articStaccatoAbove		
16	14	83/2	83/2	0.5		1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	238		articStaccatoAbove		
16	14	42	42	0.5		3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	239		articStaccatoAbove		
16	14	85/2	85/2	0.5		1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	240		articStaccatoAbove		
16	14	43	43	0.5		5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	241		articStaccatoAbove		
16	14	81/2	81/2	0.5		0	0	Chord	3/4	2	1	1/8	1/8	1	242		articStaccatoBelow		
16	14	41	41	0.5		1/8	1/8	Chord	3/4	2	1	1/8	1/8	1	243		articStaccatoBelow		
16	14	83/2	83/2	0.5		1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	244		articStaccatoBelow		
16	14	42	42	0.5		3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	245		articStaccatoBelow		
16	14	85/2	85/2	0.5		1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	246		articStaccatoBelow		
16	14	43	43	0.5		5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	247		articStaccatoBelow		
16	14	81/2	81/2	0.5		0	0	Chord	3/4	3	1	1/8	1/8	1	248		articStaccatoAbove		
16	14	41	41	0.5		1/8	1/8	Chord	3/4	3	1	1/8	1/8	1	249		articStaccatoAbove		
16	14	83/2	83/2	0.5		1/4	1/4	Chord	3/4	3	1	1/8	1/8	1	250		articStaccatoAbove		
16	14	42	42	0.5		3/8	3/8	Chord	3/4	3	1	1/8	1/8	1	251		articStaccatoAbove		
16	14	85/2	85/2	0.5		1/2	1/2	Chord	3/4	3	1	1/8	1/8	1	252		articStaccatoAbove		
16	14	43	43	0.5		5/8	5/8	Chord	3/4	3	1	1/8	1/8	1	253		articStaccatoAbove		
16	14	81/2	81/2	0.5		0	0	Chord	3/4	4	1	1/8	1/8	1	254		articStaccatoBelow		
16	14	41	41	0.5		1/8	1/8	Chord	3/4	4	1	1/8	1/8	1	255		articStaccatoBelow		
16	14	83/2	83/2	0.5		1/4	1/4	Chord	3/4	4	1	1/8	1/8	1	256		articStaccatoBelow		
16	14	42	42	0.5		3/8	3/8	Chord	3/4	4	1	1/8	1/8	1	257		articStaccatoBelow		
16	14	85/2	85/2	0.5		1/2	1/2	Chord	3/4	4	1	1/8	1/8	1	258		articStaccatoBelow		
16	14	43	43	0.5		5/8	5/8	Chord	3/4	4	1	1/8	1/8	1	259		articStaccatoBelow		
17	15	87/2	87/2	0.0		0	0	Dynamic	3/4	1	1	0				p			
17	15	87/2	87/2	1.0		0	0	Chord	3/4	1	1	1/4	1/4	1	260				
17	15	45	45	1.0		3/8	3/8	Chord	3/4	1	1	1/4	1/4	1	261				
17	15	46	46	0.5		5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	262				
17	15	87/2	87/2	0.0		0	0	Dynamic	3/4	2	1	0				p			
17	15	87/2	87/2	1.0		0	0	Chord	3/4	2	1	1/4	1/4	1	263				
17	15	45	45	1.0		3/8	3/8	Chord	3/4	2	1	1/4	1/4	1	264				
17	15	46	46	0.5		5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	265				
17	15	87/2	87/2	0.0		0	0	Dynamic	3/4	3	1	0				p			
17	15	87/2	87/2	1.0		0	0	Chord	3/4	3	1	1/4	1/4	1	266				
17	15	87/2	87/2	0.5		0	0	Chord	3/4	4	1	1/8	1/8	1	267		articStaccatoBelow		
17	15	44	44	0.5		1/8	1/8	Chord	3/4	4	1	1/8	1/8	1	268		articStaccatoBelow		
17	15	89/2	89/2	0.0		1/4	1/4	Dynamic	3/4	4	1	0				sf			
17	15	89/2	89/2	2.0		1/4	1/4	Chord	3/4	4	1	1/2	1/2	1	269				
18	16	93/2	93/2	1.0		0	0	Chord	3/4	1	1	1/4	1/4	1	270				
18	16	48	48	1.0		3/8	3/8	Chord	3/4	1	1	1/4	1/4	1	271				
18	16	49	49	0.5		5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	272				
18	16	93/2	93/2	1.0		0	0	Chord	3/4	2	1	1/4	1/4	1	273				
18	16	48	48	1.0		3/8	3/8	Chord	3/4	2	1	1/4	1/4	1	274				
18	16	49	49	0.5		5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	275				
18	16	93/2	93/2	0.5		0	0	Chord	3/4	4	1	1/8	1/8	1	276		articStaccatoBelow		
18	16	47	47	0.5		1/8	1/8	Chord	3/4	4	1	1/8	1/8	1	277		articStaccatoBelow		
18	16	95/2	95/2	0.0		1/4	1/4	Dynamic	3/4	4	1	0				sf			
18	16	95/2	95/2	2.0		1/4	1/4	Chord	3/4	4	1	1/2	1/2	1	278				
19	17	99/2	99/2	1.0		0	0	Chord	3/4	1	1	1/4	1/4	1	279				
19	17	51	51	0.0		3/8	3/8	Dynamic	3/4	1	1	0				sf			
19	17	51	51	1.0		3/8	3/8	Chord	3/4	1	1	1/4	1/4	1	280				
19	17	52	52	0.5		5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	281				
19	17	99/2	99/2	1.0		0	0	Chord	3/4	2	1	1/4	1/4	1	282				
19	17	51	51	0.0		3/8	3/8	Dynamic	3/4	2	1	0				sf			
19	17	51	51	1.0		3/8	3/8	Chord	3/4	2	1	1/4	1/4	1	283				
19	17	52	52	0.5		5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	284				
19	17	99/2	99/2	0.5		0	0	Chord	3/4	3	1	1/8	1/8	1	285		articStaccatoBelow		
19	17	50	50	0.5		1/8	1/8	Chord	3/4	3	1	1/8	1/8	1	286		articStaccatoBelow		
19	17	101/2	101/2	0.0		1/4	1/4	Dynamic	3/4	3	1	0				sf			
19	17	101/2	101/2	2.0		1/4	1/4	Chord	3/4	3	1	1/2	1/2	1	287				
19	17	99/2	99/2	1.0		0	0	Chord	3/4	4	1	1/4	1/4	1	288				
20	18	105/2	105/2	1.0		0	0	Chord	3/4	1	1	1/4	1/4	1	289				
20	18	54	54	0.0		3/8	3/8	Dynamic	3/4	1	1	0				sf			
20	18	54	54	1.0		3/8	3/8	Chord	3/4	1	1	1/4	1/4	1	290				
20	18	55	55	0.5		5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	291				
20	18	105/2	105/2	1.0		0	0	Chord	3/4	2	1	1/4	1/4	1	292				
20	18	54	54	0.0		3/8	3/8	Dynamic	3/4	2	1	0				sf			
20	18	54	54	1.0		3/8	3/8	Chord	3/4	2	1	1/4	1/4	1	293				
20	18	55	55	0.5		5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	294				
20	18	105/2	105/2	0.5		0	0	Chord	3/4	3	1	1/8	1/8	1	295		articStaccatoBelow		
20	18	53	53	0.5		1/8	1/8	Chord	3/4	3	1	1/8	1/8	1	296		articStaccatoBelow		
20	18	107/2	107/2	0.0		1/4	1/4	Dynamic	3/4	3	1	0				sf			
20	18	107/2	107/2	2.0		1/4	1/4	Chord	3/4	3	1	1/2	1/2	1	297				
21	19	111/2	111/2	0.0		0	0	Dynamic	3/4	1	1	0				f			
21	19	111/2	111/2	0.5		0	0	Chord	3/4	1	1	1/8	1/8	1	298				
21	19	56	56	1.0		1/8	1/8	Chord	3/4	1	1	1/4	1/4	1	299				
21	19	57	57	1.0		3/8	3/8	Chord	3/4	1	1	1/4	1/4	1	300				
21	19	58	58	0.5		5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	301				
21	19	111/2	111/2	0.0		0	0	Dynamic	3/4	2	1	0				f			
21	19	111/2	111/2	1.0		0	0	Chord	3/4	2	1	1/4	1/4	1	302		articStaccatoAbove		
21	19	113/2	113/2	1.0		1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	303		articStaccatoBelow		
21	19	115/2	115/2	1.0		1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	304		articStaccatoAbove		
21	19	111/2	111/2	1.0		0	0	Chord	3/4	3	1	1/4	1/4	1	305				
22	20	117/2	117/2	0.5		0	0	Chord	3/4	1	1	1/8	1/8	1	306				
22	20	59	59	1.0		1/8	1/8	Chord	3/4	1	1	1/4	1/4	1	307				
22	20	60	60	1.0		3/8	3/8	Chord	3/4	1	1	1/4	1/4	1	308				
22	20	61	61	0.5		5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	309				
22	20	117/2	117/2	0.0		0	0	Dynamic	3/4	3	1	0				f			
22	20	117/2	117/2	1.0		0	0	Chord	3/4	3	1	1/4	1/4	1	310		articStaccatoAbove		
22	20	119/2	119/2	1.0		1/4	1/4	Chord	3/4	3	1	1/4	1/4	1	311		articStaccatoAbove		
22	20	121/2	121/2	1.0		1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	312		articStaccatoAbove		
23	21	123/2	123/2	0.5		0	0	Chord	3/4	1	1	1/8	1/8	1	313				
23	21	62	62	1.0		1/8	1/8	Chord	3/4	1	1	1/4	1/4	1	314				
23	21	63	63	1.0		3/8	3/8	Chord	3/4	1	1	1/4	1/4	1	315				
23	21	64	64	0.5		5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	316				
23	21	123/2	123/2	0.0		0	0	Dynamic	3/4	2	1	0				f			
23	21	123/2	123/2	1.0		0	0	Chord	3/4	2	1	1/4	1/4	1	317		articStaccatoBelow		
23	21	125/2	125/2	1.0		1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	318		articStaccatoBelow		
23	21	127/2	127/2	1.0		1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	319		articStaccatoBelow		
24	22	129/2	129/2	0.5		0	0	Chord	3/4	1	1	1/8	1/8	1	320				
24	22	65	65	0.5		1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	321				0
24	22	131/2	131/2	0.5		1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	322				
24	22	66	66	0.5		3/8	3/8	Chord	3/4	1	1	1/8	1/8	1	323				1
24	22	133/2	133/2	0.5		1/2	1/2	Chord	3/4	1	1	1/8	1/8	1	324				
24	22	67	67	0.5		5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	325				
24	22	66	66	0.0		3/8	3/8	Dynamic	3/4	2	1	0				p			
24	22	66	66	1.0		3/8	3/8	Chord	3/4	2	1	1/4	1/4	1	326				
24	22	67	67	0.0		5/8	5/8	Dynamic	3/4	2	1	0				sf			
24	22	67	67	0.5		5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	327				
24	22	66	66	0.0		3/8	3/8	Dynamic	3/4	3	1	0				p			
24	22	66	66	1.0		3/8	3/8	Chord	3/4	3	1	1/4	1/4	1	328				
24	22	67	67	0.0		5/8	5/8	Dynamic	3/4	3	1	0				sf			
24	22	67	67	0.5		5/8	5/8	Chord	3/4	3	1	1/8	1/8	1	329				
24	22	129/2	129/2	0.0		0	0	Dynamic	3/4	4	1	0				f			
24	22	129/2	129/2	1.0		0	0	Chord	3/4	4	1	1/4	1/4	1	330		articStaccatoAbove		
24	22	131/2	131/2	1.0		1/4	1/4	Chord	3/4	4	1	1/4	1/4	1	331		articStaccatoAbove		
24	22	133/2	133/2	1.0		1/2	1/2	Chord	3/4	4	1	1/4	1/4	1	332		articStaccatoBelow		
25	23	135/2	135/2	0.0		0	0	Dynamic	3/4	1	1	0				p			
25	23	135/2	135/2	3.0		0	0	Chord	3/4	1	1	3/4	1/2	3/2	333		ornamentTrill		
25	23	135/2	135/2	0.5		0	0	Chord	3/4	2	1	1/8	1/8	1	334				
25	23	68	68	0.5		1/8	1/8	Chord	3/4	2	1	1/8	1/8	1	335		articStaccatoAbove		
25	23	137/2	137/2	0.5		1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	336		articStaccatoAbove		
25	23	69	69	0.5		3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	337		articStaccatoAbove		
25	23	139/2	139/2	0.5		1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	338		articStaccatoAbove		
25	23	70	70	0.0		5/8	5/8	Dynamic	3/4	2	1	0				sf			
25	23	70	70	0.5		5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	339				
25	23	135/2	135/2	0.5		0	0	Chord	3/4	3	1	1/8	1/8	1	340				
25	23	68	68	0.5		1/8	1/8	Chord	3/4	3	1	1/8	1/8	1	341		articStaccatoBelow		
25	23	137/2	137/2	0.5		1/4	1/4	Chord	3/4	3	1	1/8	1/8	1	342		articStaccatoBelow		
25	23	69	69	0.5		3/8	3/8	Chord	3/4	3	1	1/8	1/8	1	343		articStaccatoBelow		
25	23	139/2	139/2	0.5		1/2	1/2	Chord	3/4	3	1	1/8	1/8	1	344		articStaccatoBelow		
25	23	70	70	0.0		5/8	5/8	Dynamic	3/4	3	1	0				sf			
25	23	70	70	0.5		5/8	5/8	Chord	3/4	3	1	1/8	1/8	1	345				
25	23	135/2	135/2	0.0		0	0	Dynamic	3/4	4	1	0				p			
25	23	135/2	135/2	0.5		0	0	Chord	3/4	4	1	1/8	1/8	1	346				
25	23	68	68	0.5		1/8	1/8	Chord	3/4	4	1	1/8	1/8	1	347		articStaccatoAbove		
25	23	137/2	137/2	0.5		1/4	1/4	Chord	3/4	4	1	1/8	1/8	1	348		articStaccatoAbove		
25	23	69	69	0.5		3/8	3/8	Chord	3/4	4	1	1/8	1/8	1	349		articStaccatoAbove		
25	23	139/2	139/2	0.5		1/2	1/2	Chord	3/4	4	1	1/8	1/8	1	350		articStaccatoAbove		
25	23	70	70	0.0		5/8	5/8	Dynamic	3/4	4	1	0				sf			
25	23	70	70	0.5		5/8	5/8	Chord	3/4	4	1	1/8	1/8	1	351				
26	24	141/2	141/2	3.0		0	0	Chord	3/4	1	1	3/4	1/2	3/2	352				
26	24	141/2	141/2	0.5		0	0	Chord	3/4	2	1	1/8	1/8	1	353				
26	24	71	71	0.5		1/8	1/8	Chord	3/4	2	1	1/8	1/8	1	354		articStaccatoAbove		
26	24	143/2	143/2	0.5		1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	355		articStaccatoAbove		
26	24	72	72	0.5		3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	356		articStaccatoAbove		
26	24	145/2	145/2	0.5		1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	357		articStaccatoAbove		
26	24	73	73	0.0		5/8	5/8	Dynamic	3/4	2	1	0				sf			
26	24	73	73	0.5		5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	358				
26	24	141/2	141/2	0.5		0	0	Chord	3/4	3	1	1/8	1/8	1	359				
26	24	71	71	0.5		1/8	1/8	Chord	3/4	3	1	1/8	1/8	1	360		articStaccatoBelow		
26	24	143/2	143/2	0.5		1/4	1/4	Chord	3/4	3	1	1/8	1/8	1	361		articStaccatoBelow		
26	24	72	72	0.5		3/8	3/8	Chord	3/4	3	1	1/8	1/8	1	362		articStaccatoBelow		
26	24	145/2	145/2	0.5		1/2	1/2	Chord	3/4	3	1	1/8	1/8	1	363		articStaccatoBelow		
26	24	73	73	0.0		5/8	5/8	Dynamic	3/4	3	1	0				sf			
26	24	73	73	0.5		5/8	5/8	Chord	3/4	3	1	1/8	1/8	1	364				
26	24	141/2	141/2	0.5		0	0	Chord	3/4	4	1	1/8	1/8	1	365				
26	24	71	71	0.5		1/8	1/8	Chord	3/4	4	1	1/8	1/8	1	366		articStaccatoAbove		
26	24	143/2	143/2	0.5		1/4	1/4	Chord	3/4	4	1	1/8	1/8	1	367		articStaccatoAbove		
26	24	72	72	0.5		3/8	3/8	Chord	3/4	4	1	1/8	1/8	1	368		articStaccatoAbove		
26	24	145/2	145/2	0.5		1/2	1/2	Chord	3/4	4	1	1/8	1/8	1	369		articStaccatoAbove		
26	24	73	73	0.0		5/8	5/8	Dynamic	3/4	4	1	0				sf			
26	24	73	73	0.5		5/8	5/8	Chord	3/4	4	1	1/8	1/8	1	370				
27	25	147/2	147/2	3.0		0	0	Chord	3/4	1	1	3/4	1/2	3/2	371				
27	25	147/2	147/2	0.5		0	0	Chord	3/4	2	1	1/8	1/8	1	372				
27	25	74	74	0.5		1/8	1/8	Chord	3/4	2	1	1/8	1/8	1	373		articStaccatoAbove		
27	25	149/2	149/2	0.5		1/4	1/4	Chord	3/4	2	1	1/8	1/8	1	374		articStaccatoAbove		
27	25	75	75	0.5		3/8	3/8	Chord	3/4	2	1	1/8	1/8	1	375		articStaccatoAbove		
27	25	151/2	151/2	0.5		1/2	1/2	Chord	3/4	2	1	1/8	1/8	1	376		articStaccatoAbove		
27	25	76	76	0.5		5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	377		articStaccatoAbove		
27	25	147/2	147/2	0.5		0	0	Chord	3/4	3	1	1/8	1/8	1	378				
27	25	74	74	0.5		1/8	1/8	Chord	3/4	3	1	1/8	1/8	1	379		articStaccatoBelow		
27	25	149/2	149/2	0.5		1/4	1/4	Chord	3/4	3	1	1/8	1/8	1	380		articStaccatoBelow		
27	25	75	75	0.5		3/8	3/8	Chord	3/4	3	1	1/8	1/8	1	381		articStaccatoBelow		
27	25	151/2	151/2	0.5		1/2	1/2	Chord	3/4	3	1	1/8	1/8	1	382		articStaccatoBelow		
27	25	76	76	0.5		5/8	5/8	Chord	3/4	3	1	1/8	1/8	1	383		articStaccatoBelow		
27	25	147/2	147/2	0.5		0	0	Chord	3/4	4	1	1/8	1/8	1	384				
27	25	74	74	0.5		1/8	1/8	Chord	3/4	4	1	1/8	1/8	1	385		articStaccatoAbove		
27	25	149/2	149/2	0.5		1/4	1/4	Chord	3/4	4	1	1/8	1/8	1	386		articStaccatoAbove		
27	25	75	75	0.5		3/8	3/8	Chord	3/4	4	1	1/8	1/8	1	387		articStaccatoAbove		
27	25	151/2	151/2	0.5		1/2	1/2	Chord	3/4	4	1	1/8	1/8	1	388		articStaccatoAbove		
27	25	76	76	0.5		5/8	5/8	Chord	3/4	4	1	1/8	1/8	1	389		articStaccatoAbove		
28	26	153/2	153/2	1.5		0	0	Chord	3/4	1	1	3/8	1/4	3/2	390				
28	26	78	78	1.0		3/8	3/8	Chord	3/4	1	1	1/4	1/4	1	391				
28	26	79	79	0.0		5/8	5/8	Dynamic	3/4	1	1	0				sf			
28	26	79	79	0.5		5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	392				
28	26	153/2	153/2	1.0		0	0	Chord	3/4	2	1	1/4	1/4	1	393				
28	26	78	78	1.0		3/8	3/8	Chord	3/4	2	1	1/4	1/4	1	394				
28	26	79	79	0.0		5/8	5/8	Dynamic	3/4	2	1	0				sf			
28	26	79	79	0.5		5/8	5/8	Chord	3/4	2	1	1/8	1/8	1	395				
28	26	153/2	153/2	1.0		0	0	Chord	3/4	3	1	1/4	1/4	1	396				
28	26	78	78	1.0		3/8	3/8	Chord	3/4	3	1	1/4	1/4	1	397				
28	26	79	79	0.0		5/8	5/8	Dynamic	3/4	3	1	0				sf			
28	26	79	79	0.5		5/8	5/8	Chord	3/4	3	1	1/8	1/8	1	398				
28	26	153/2	153/2	1.0		0	0	Chord	3/4	4	1	1/4	1/4	1	399				
28	26	78	78	0.5		3/8	3/8	Chord	3/4	4	1	1/8	1/8	1	400				
28	26	157/2	157/2	0.5		1/2	1/2	Chord	3/4	4	1	1/8	1/8	1	401				
28	26	79	79	0.5		5/8	5/8	Chord	3/4	4	1	1/8	1/8	1	402				
29	27	159/2	159/2	0.5		0	0	Chord	3/4	1	1	1/8	1/8	1	403				
29	27	80	80	0.5		1/8	1/8	Chord	3/4	1	1	1/8	1/8	1	404		articStaccatoAbove		
29	27	161/2	161/2	0.5		1/4	1/4	Chord	3/4	1	1	1/8	1/8	1	405		articStaccatoAbove		
29	27	81	81	1.0		3/8	3/8	Chord	3/4	1	1	1/4	1/4	1	406				
29	27	82	82	0.0		5/8	5/8	Dynamic	3/4	1	1	0				sf			
29	27	82	82	0.5		5/8	5/8	Chord	3/4	1	1	1/8	1/8	1	407				
29	27	159/2	159/2	0.5		0	0	Chord	3/4	2	1	1/8	1/8	1	408				
