quarterbeats	duration_qb	mc	mn	mc_onset	mn_onset	timesig	staff	voice	volta	label	alt_label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
442	4.0	122	121	0	0	4/4	4	1		V7		Bb	VI		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
446	1.0	123	122	0	0	4/4	4	1		I(74)		Bb	VI		I(74)		I			74				M	0	0	0, -1, 1	5	0	0
447	1.0	123	122	1/4	1/4	4/4	4	1		I		Bb	VI		I		I							M	0	0	0, 4, 1		0	0
448	1.0	123	122	1/2	1/2	4/4	4	1		vi7		Bb	VI		vi7		vi		7					mm7	0	0	3, 0, 4, 1		3	3
449	1.0	123	122	3/4	3/4	4/4	4	1		V7		Bb	VI		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
450	1.0	124	123	0	0	4/4	4	1		I(74)		Bb	VI		I(74)		I			74				M	0	0	0, -1, 1	5	0	0
451	1.0	124	123	1/4	1/4	4/4	4	1		I		Bb	VI		I		I							M	0	0	0, 4, 1		0	0
452	1.0	124	123	1/2	1/2	4/4	4	1		vi7		Bb	VI		vi7		vi		7					mm7	0	0	3, 0, 4, 1		3	3
453	1.0	124	123	3/4	3/4	4/4	4	1		V7		Bb	VI		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
454	1.0	125	124	0	0	4/4	4	1		ii.#viio64(2)		Bb	ii		#viio64(2)		#vii	o	64	2				o	0	1	-1, 0, 2		5	-1
455	1.0	125	124	1/4	1/4	4/4	4	1		#viio6		Bb	ii		#viio6		#vii	o	6					o	0	1	2, -1, 5		5	2
456	1.0	125	124	1/2	1/2	4/4	4	1		#viio64(2)		Bb	ii		#viio64(2)		#vii	o	64	2				o	0	1	-1, 0, 2		5	-1
457	1.0	125	124	3/4	3/4	4/4	4	1		V43		Bb	ii		V43		V		43					Mm7	0	1	2, -1, 1, 5		1	2
458	1.0	126	125	0	0	4/4	4	1		i(9)		Bb	ii		i(9)		i			9				m	0	1	0, -3, 1	2	0	0
459	1.0	126	125	1/4	1/4	4/4	4	1		V(4)		Bb	ii		V(4)		V			4				M	0	1	1, 0, 2		1	1
460	1.0	126	125	1/2	1/2	4/4	4	1		V(+6)		Bb	ii		V(+6)		V			+6				M	0	1	1, 5, 2	-3	1	1
461	1.0	126	125	3/4	3/4	4/4	4	1		V(4)		Bb	ii		V(4)		V			4				M	0	1	1, 0, 2		1	1
462	1.0	127	126	0	0	4/4	4	1		i(9)		Bb	ii		i(9)		i			9				m	0	1	0, -3, 1	2	0	0
463	1.0	127	126	1/4	1/4	4/4	4	1		V7(4)		Bb	ii		V7(4)		V		7	4				Mm7	0	1	1, 0, 2, -1		1	1
464	1.0	127	126	1/2	1/2	4/4	4	1		V(+6)		Bb	ii		V(+6)		V			+6				M	0	1	1, 5, 2	-3	1	1
465	1.0	127	126	3/4	3/4	4/4	4	1		V(64)		Bb	ii		V(64)		V			64				M	0	1	1, 0, -3		1	1
466	1.0	128	127	0	0	4/4	4	1		i6(2)		Bb	ii		i6(2)		i		6	2				m	0	1	-3, 1, 2		0	-3
467	1.0	128	127	1/4	1/4	4/4	4	1		i64		Bb	ii		i64		i		64					m	0	1	1, 0, -3		0	1
468	1.0	128	127	1/2	1/2	4/4	4	1		i6(2)		Bb	ii		i6(2)		i		6	2				m	0	1	-3, 1, 2		0	-3
469	1.0	128	127	3/4	3/4	4/4	4	1		i64		Bb	ii		i64		i		64					m	0	1	1, 0, -3		0	1
470	1.0	129	128	0	0	4/4	4	1		i6(2)		Bb	ii		i6(2)		i		6	2				m	0	1	-3, 1, 2		0	-3
471	1.0	129	128	1/4	1/4	4/4	4	1		V7(4)		Bb	ii		V7(4)		V		7	4				Mm7	0	1	1, 0, 2, -1		1	1
472	1.0	129	128	1/2	1/2	4/4	4	1		i6		Bb	ii		i6		i		6					m	0	1	-3, 1, 0		0	-3
473	1.0	129	128	3/4	3/4	4/4	4	1		i64		Bb	ii		i64		i		64					m	0	1	1, 0, -3		0	1
474	1.0	130	129	0	0	4/4	4	1		V.V6(9)		Bb	V		V6(9)		V		6	9				M	0	0	5, 2, 1	3	1	5
475	1.0	130	129	1/4	1/4	4/4	4	1		V6		Bb	V		V6		V		6					M	0	0	5, 2, 1		1	5
476	1.0	130	129	1/2	1/2	4/4	4	1		V6(2)		Bb	V		V6(2)		V		6	2				M	0	0	5, 2, 3		1	5
477	1.0	130	129	3/4	3/4	4/4	4	1		V6		Bb	V		V6		V		6					M	0	0	5, 2, 1		1	5
478	1.0	131	130	0	0	4/4	4	1		V(9)		Bb	V		V(9)		V			9				M	0	0	1, 5, 2	3	1	1
479	1.0	131	130	1/4	1/4	4/4	4	1		V		Bb	V		V		V							M	0	0	1, 5, 2		1	1
480	1.0	131	130	1/2	1/2	4/4	4	1		V6(9)		Bb	V		V6(9)		V		6	9				M	0	0	5, 2, 1	3	1	5
481	1.0	131	130	3/4	3/4	4/4	4	1		V		Bb	V		V		V							M	0	0	1, 5, 2		1	1
482	1.0	132	131	0	0	4/4	4	1		V		Bb	V		V		V							M	0	0	1, 5, 2		1	1
483	1.0	132	131	1/4	1/4	4/4	4	1		V6		Bb	V		V6		V		6					M	0	0	5, 2, 1		1	5
484	1.0	132	131	1/2	1/2	4/4	4	1		I.ii		Bb	I		ii		ii							m	0	0	2, -1, 3		2	2
485	1.0	132	131	3/4	3/4	4/4	4	1		ii6		Bb	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
486	3.0	133	132	0	0	4/4	4	1		ii		Bb	I		ii		ii							m	0	0	2, -1, 3		2	2
489	2.0	133	132	3/4	3/4	4/4	4	1		V7		Bb	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
491	1.0	134	133	1/4	1/4	4/4	4	1		V43		Bb	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
492	0.5	134	133	1/2	1/2	4/4	4	1		V7(6)		Bb	I		V7(6)		V		7	6				Mm7	0	0	1, 5, 4, -1		1	1
985/2	0.5	134	133	5/8	5/8	4/4	4	1		V2		Bb	I		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
493	0.5	134	133	3/4	3/4	4/4	4	1		I6		Bb	I		I6		I		6					M	0	0	4, 1, 0		0	4
987/2	0.5	134	133	7/8	7/8	4/4	4	1		I6(+62)		Bb	I		I6(+62)		I		6	+62				M	0	0	4, 1, 2	3	0	4
494	1.0	135	134	0	0	4/4	4	1		I		Bb	I		I		I							M	0	0	0, 4, 1		0	0
495	1.0	135	134	1/4	1/4	4/4	4	1		vi		Bb	I		vi		vi							m	0	0	3, 0, 4		3	3
496	1.0	135	134	1/2	1/2	4/4	4	1		IV		Bb	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
497	1.0	135	134	3/4	3/4	4/4	4	1		ii7		Bb	I		ii7		ii		7					mm7	0	0	2, -1, 3, 0		2	2
498	1.0	136	135	0	0	4/4	4	1		V65		Bb	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
499	1.0	136	135	1/4	1/4	4/4	4	1		V7		Bb	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
500	1.0	136	135	1/2	1/2	4/4	4	1		V43		Bb	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
501	1.0	136	135	3/4	3/4	4/4	4	1		V2		Bb	I		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
502	1.0	137	136	0	0	4/4	4	1		V43		Bb	I		V43		V		43					Mm7	0	0	2, -1, 1, 5		1	2
503	1.0	137	136	1/4	1/4	4/4	4	1		V65		Bb	I		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
504	1.0	137	136	1/2	1/2	4/4	4	1		V7		Bb	I		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
505	1.0	137	136	3/4	3/4	4/4	4	1		I6(+2)		Bb	I		I6(+2)		I		6	+2				M	0	0	4, 1, 0	2	0	4
506	1.0	138	137	0	0	4/4	4	1		I		Bb	I		I		I							M	0	0	0, 4, 1		0	0
507	3.0	138	137	1/4	1/4	4/4	4	1		I6		Bb	I		I6		I		6					M	0	0	4, 1, 0		0	4
510	3.0	139	138	0	0	4/4	4	1		I		Bb	I		I		I							M	0	0	0, 4, 1		0	0
513	0.5	139	138	3/4	3/4	4/4	4	1		V2		Bb	I		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
1027/2	0.5	139	138	7/8	7/8	4/4	4	1		I6		Bb	I		I6		I		6					M	0	0	4, 1, 0		0	4
514	1.0	140	139	0	0	4/4	4	1		V		Bb	I		V		V							M	0	0	1, 5, 2		1	1
515	0.5	140	139	1/4	1/4	4/4	4	1		v		Bb	I		v		v							m	0	0	1, -2, 2		1	1
1031/2	0.5	140	139	3/8	3/8	4/4	4	1		ii6		Bb	I		ii6		ii		6					m	0	0	-1, 3, 2		2	-1
516	0.5	140	139	1/2	1/2	4/4	4	1		V/ii		Bb	I		V/ii		V				ii			M	0	0	3, 7, 4		3	3
1033/2	0.5	140	139	5/8	5/8	4/4	4	1		vi		Bb	I		vi		vi							m	0	0	3, 0, 4		3	3
517	0.5	140	139	3/4	3/4	4/4	4	1		viio7/bVII		Bb	I		viio7/bVII		vii	o	7		bVII			o7	0	0	3, 0, -3, -6		3	3
1035/2	0.5	140	139	7/8	7/8	4/4	4	1		bVII(4)		Bb	I		bVII(4)		bVII			4				M	0	0	-2, 4, -1		-2	-2
518	0.5	141	140	0	0	4/4	4	1		bVII64(64)		Bb	I		bVII64(64)		bVII		64	64				M	0	0	1, -2, 4		-2	1
1037/2	0.5	141	140	1/8	1/8	4/4	4	1		bVII64		Bb	I		bVII64		bVII		64					M	0	0	-1, -2, 2		-2	-1
519	0.5	141	140	1/4	1/4	4/4	4	1		viio7		Bb	I		viio7		vii	o	7					o7	0	0	5, 2, -1, -4		5	5
1039/2	1.5	141	140	3/8	3/8	4/4	4	1		I6		Bb	I		I6		I		6					M	0	0	4, 1, 0		0	4
521	1.0	141	140	3/4	3/4	4/4	4	1		IV		Bb	I		IV		IV							M	0	0	-1, 3, 0		-1	-1
522	4.0	142	141	0	0	4/4	4	1		IV.I		Bb	IV		I		I							M	0	0	0, 4, 1		0	0
526	4.0	143	142	0	0	4/4	4	1		III+64/vi		Bb	IV		III+64/vi		III	+	64		vi			+	0	0	8, 0, 4		0	8
530	4.0	144	143	0	0	4/4	4	1		I		Bb	IV		I		I							M	0	0	0, 4, 1		0	0
534	3.0	145	144	0	0	4/4	4	1		viio7/V		Bb	IV		viio7/V		vii	o	7		V			o7	0	0	6, 3, 0, -3		6	6
537	0.5	145	144	3/4	3/4	4/4	4	1		V2(4b2)		Bb	IV		V2(4b2)		V		2	4b2				Mm7	0	0	-1, -4, 0, 2		1	-1
1075/2	2.5	145	144	7/8	7/8	4/4	4	1		V2		Bb	IV		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
540	1.0	146	145	1/2	1/2	4/4	4	1		I6		Bb	IV		I6		I		6					M	0	0	4, 1, 0		0	4
541	0.5	146	145	3/4	3/4	4/4	4	1		ii7(+4)		Bb	IV		ii7(+4)		ii		7	+4				mm7	0	0	2, -1, 3, 0	1	2	2
1083/2	0.5	146	145	7/8	7/8	4/4	4	1		I+		Bb	IV		I+		I	+						+	0	0	0, 4, 8		0	0
542	1.0	147	146	0	0	4/4	4	1		IV		Bb	IV		IV		IV							M	0	0	-1, 3, 0		-1	-1
543	0.5	147	146	1/4	1/4	4/4	4	1		I6		Bb	IV		I6		I		6					M	0	0	4, 1, 0		0	4
1087/2	0.5	147	146	3/8	3/8	4/4	4	1		ii7		Bb	IV		ii7		ii		7					mm7	0	0	2, -1, 3, 0		2	2
544	1.0	147	146	1/2	1/2	4/4	4	1		V[viio6		Bb	IV	V	viio6		vii	o	6					o	0	0	2, -1, 5		5	2
545	0.5	147	146	3/4	3/4	4/4	4	1		viio64/V		Bb	IV	V	viio64/V		vii	o	64		V			o	0	0	0, 6, 3		6	0
1091/2	0.5	147	146	7/8	7/8	4/4	4	1		viio6]		Bb	IV	V	viio6		vii	o	6					o	0	0	2, -1, 5		5	2
546	2.0	148	147	0	0	4/4	4	1		I		Bb	IV		I		I							M	0	0	0, 4, 1		0	0
548	1.0	148	147	1/2	1/2	4/4	4	1		V6		Bb	IV		V6		V		6					M	0	0	5, 2, 1		1	5
549	0.5	148	147	3/4	3/4	4/4	4	1		V		Bb	IV		V		V							M	0	0	1, 5, 2		1	1
1099/2	2.5	148	147	7/8	7/8	4/4	4	1		I		Bb	IV		I		I							M	0	0	0, 4, 1		0	0
552	1.0	149	148	1/2	1/2	4/4	4	1		V6		Bb	IV		V6		V		6					M	0	0	5, 2, 1		1	5
553	0.5	149	148	3/4	3/4	4/4	4	1		V		Bb	IV		V		V							M	0	0	1, 5, 2		1	1
1107/2	1.0	149	148	7/8	7/8	4/4	4	1		I		Bb	IV		I		I							M	0	0	0, 4, 1		0	0
1109/2	0.5	150	149	1/8	1/8	4/4	4	1		viio6		Bb	IV		viio6		vii	o	6					o	0	0	2, -1, 5		5	2
555	0.5	150	149	1/4	1/4	4/4	4	1		I6		Bb	IV		I6		I		6					M	0	0	4, 1, 0		0	4
1111/2	0.5	150	149	3/8	3/8	4/4	4	1		#viio7/iii		Bb	IV		#viio7/iii		#vii	o	7		iii			o7	0	0	9, 6, 3, 0		9	9
556	0.5	150	149	1/2	1/2	4/4	4	1		I6		Bb	IV		I6		I		6					M	0	0	4, 1, 0		0	4
1113/2	0.5	150	149	5/8	5/8	4/4	4	1		viio		Bb	IV		viio		vii	o						o	0	0	5, 2, -1		5	5
557	0.5	150	149	3/4	3/4	4/4	4	1		I		Bb	IV		I		I							M	0	0	0, 4, 1		0	0
1115/2	0.5	150	149	7/8	7/8	4/4	4	1		V65		Bb	IV		V65		V		65					Mm7	0	0	5, 2, -1, 1		1	5
558	2.0	151	150	0	0	4/4	4	1		iv.i		Bb	iv		i		i							m	0	1	0, -3, 1		0	0
560	1.0	151	150	1/2	1/2	4/4	4	1		V6		Bb	iv		V6		V		6					M	0	1	5, 2, 1		1	5
561	1.0	151	150	3/4	3/4	4/4	4	1		V7		Bb	iv		V7		V		7					Mm7	0	1	1, 5, 2, -1		1	1
562	2.0	152	151	0	0	4/4	4	1		i		Bb	iv		i		i							m	0	1	0, -3, 1		0	0
564	1.0	152	151	1/2	1/2	4/4	4	1		V6		Bb	iv		V6		V		6					M	0	1	5, 2, 1		1	5
565	1.0	152	151	3/4	3/4	4/4	4	1		V65		Bb	iv		V65		V		65					Mm7	0	1	5, 2, -1, 1		1	5
566	0.5	153	152	0	0	4/4	4	1		i		Bb	iv		i		i							m	0	1	0, -3, 1		0	0
1133/2	0.5	153	152	1/8	1/8	4/4	4	1		#viio6		Bb	iv		#viio6		#vii	o	6					o	0	1	2, -1, 5		5	2
567	0.5	153	152	1/4	1/4	4/4	4	1		i6		Bb	iv		i6		i		6					m	0	1	-3, 1, 0		0	-3
1135/2	0.5	153	152	3/8	3/8	4/4	4	1		V65/IV		Bb	iv		V65/IV		V		65		IV			Mm7	0	1	4, 1, -2, 0		0	4
568	0.5	153	152	1/2	1/2	4/4	4	1		IV		Bb	iv		IV		IV							M	0	1	-1, 3, 0		-1	-1
1137/2	0.5	153	152	5/8	5/8	4/4	4	1		V43/IV		Bb	iv		V43/IV		V		43		IV			Mm7	0	1	1, -2, 0, 4		0	1
569	0.75	153	152	3/4	3/4	4/4	4	1		IV		Bb	iv		IV		IV							M	0	1	-1, 3, 0		-1	-1
2279/4	0.25	153	152	15/16	15/16	4/4	4	1		V2/bVII		Bb	iv		V2/bVII		V		2		bVII			Mm7	0	1	-10, -8, -4, -7		-8	-10
570	1.0	154	153	0	0	4/4	4	1		bIII.I6		Bb	bIII		I6		I		6					M	0	0	4, 1, 0		0	4
571	1.0	154	153	1/4	1/4	4/4	4	1		I		Bb	bIII		I		I							M	0	0	0, 4, 1		0	0
572	0.75	154	153	1/2	1/2	4/4	4	1		V		Bb	bIII		V		V							M	0	0	1, 5, 2		1	1
2291/4	0.25	154	153	11/16	11/16	4/4	4	1		viio/V		Bb	bIII		viio/V		vii	o			V			o	0	0	6, 3, 0		6	6
573	0.25	154	153	3/4	3/4	4/4	4	1		V		Bb	bIII		V		V							M	0	0	1, 5, 2		1	1
2293/4	0.25	154	153	13/16	13/16	4/4	4	1		IV		Bb	bIII		IV		IV							M	0	0	-1, 3, 0		-1	-1
1147/2	0.25	154	153	7/8	7/8	4/4	4	1		iii65		Bb	bIII		iii65		iii		65					mm7	0	0	1, 5, 2, 4		4	1
2295/4	0.25	154	153	15/16	15/16	4/4	4	1		V65(+2)/V		Bb	bIII		V65(+2)/V		V		65	+2	V			Mm7	0	0	6, 3, 0, 2	4	2	6
574	2.0	155	154	0	0	4/4	4	1		I6		Bb	bIII		I6		I		6					M	0	0	4, 1, 0		0	4
576	2.0	155	154	1/2	1/2	4/4	4	1		V7		Bb	bIII		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
578	1.75	156	155	0	0	4/4	4	1		I6		Bb	bIII		I6		I		6					M	0	0	4, 1, 0		0	4
2319/4	0.25	156	155	7/16	7/16	4/4	4	1		iii43		Bb	bIII		iii43		iii		43					mm7	0	0	5, 2, 4, 1		4	5
580	1.0	156	155	1/2	1/2	4/4	4	1		V64/V		Bb	bIII		V64/V		V		64		V			M	0	0	3, 2, 6		2	3
581	1.0	156	155	3/4	3/4	4/4	4	1		V/V		Bb	bIII		V/V		V				V			M	0	0	2, 6, 3		2	2
582	2.0	157	156	0	0	4/4	4	1		V		Bb	bIII		V		V							M	0	0	1, 5, 2		1	1
584	2.0	157	156	1/2	1/2	4/4	4	1		V7		Bb	bIII		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
586	3.0	158	157	0	0	4/4	4	1		I6		Bb	bIII		I6		I		6					M	0	0	4, 1, 0		0	4
589	1.0	158	157	3/4	3/4	4/4	4	1		viio/V		Bb	bIII		viio/V		vii	o			V			o	0	0	6, 3, 0		6	6
590	2.0	159	158	0	0	4/4	4	1		V		Bb	bIII		V		V							M	0	0	1, 5, 2		1	1
592	2.0	159	158	1/2	1/2	4/4	4	1		V7		Bb	bIII		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
594	4.0	160	159	0	0	4/4	4	1		I6		Bb	bIII		I6		I		6					M	0	0	4, 1, 0		0	4
598	1.0	161	160	0	0	4/4	4	1		V		Bb	bIII		V		V							M	0	0	1, 5, 2		1	1
599	1.0	161	160	1/4	1/4	4/4	4	1		viio/V		Bb	bIII		viio/V		vii	o			V			o	0	0	6, 3, 0		6	6
600	1.0	161	160	1/2	1/2	4/4	4	1		V2		Bb	bIII		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
601	1.0	161	160	3/4	3/4	4/4	4	1		I6(+6)		Bb	bIII		I6(+6)		I		6	+6				M	0	0	4, 1, 0	3	0	4
602	1.0	162	161	0	0	4/4	4	1		bVII.Ger6		Bb	bVII		Ger6	Ger	vii	o	65	b3	V			Ger	0	0	-4, 0, -3, 6		6	-4
603	1.0	162	161	1/4	1/4	4/4	4	1		V(64)		Bb	bVII		V(64)		V			64				M	0	0	1, 0, 4		1	1
604	1.0	162	161	1/2	1/2	4/4	4	1		viio/V		Bb	bVII		viio/V		vii	o			V			o	0	0	6, 3, 0		6	6
605	1.0	162	161	3/4	3/4	4/4	4	1		ii%2		Bb	bVII		ii%2		ii	%	2					%7	0	0	0, 2, -1, -4		2	0
606	4.0	163	162	0	0	4/4	4	1		viio7		Bb	bVII		viio7		vii	o	7					o7	0	0	5, 2, -1, -4		5	5
610	4.0	164	163	0	0	4/4	4	1		I6		Bb	bVII		I6		I		6					M	0	0	4, 1, 0		0	4
614	2.0	165	164	0	0	4/4	4	1		I[I64		Bb	bVII	I	I64		I		64					M	0	0	1, 0, 4		0	1
616	2.0	165	164	1/2	1/2	4/4	4	1		I+6		Bb	bVII	I	I+6		I	+	6					+	0	0	4, 8, 0		0	4
618	2.0	166	165	0	0	4/4	4	1		IV64		Bb	bVII	I	IV64		IV		64					M	0	0	0, -1, 3		-1	0
620	1.0	166	165	1/2	1/2	4/4	4	1		v6		Bb	bVII	I	v6		v		6					m	0	0	-2, 2, 1		1	-2
621	1.0	166	165	3/4	3/4	4/4	4	1		V7		Bb	bVII	I	V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
622	2.5	167	166	0	0	4/4	4	1		I64]		Bb	bVII	I	I64		I		64					M	0	0	1, 0, 4		0	1
1249/2	1.5	167	166	5/8	5/8	4/4	4	1		V7		Bb	bVII		V7		V		7					Mm7	0	0	1, 5, 2, -1		1	1
626	4.0	168	167	0	0	4/4	4	1		I6		Bb	bVII		I6		I		6					M	0	0	4, 1, 0		0	4
630	2.0	169	168	0	0	4/4	4	1		I		Bb	bVII		I		I							M	0	0	0, 4, 1		0	0
632	2.0	169	168	1/2	1/2	4/4	4	1		I+		Bb	bVII		I+		I	+						+	0	0	0, 4, 8		0	0
634	2.0	170	169	0	0	4/4	4	1		vi6	ii6/V	Bb	bVII		vi6		vi		6					m	0	0	0, 4, 3		3	0
636	1.0	170	169	1/2	1/2	4/4	4	1		V(64)/V		Bb	bVII		V(64)/V		V			64	V			M	0	0	2, 1, 5		2	2
637	1.0	170	169	3/4	3/4	4/4	4	1		V/V		Bb	bVII		V/V		V				V			M	0	0	2, 6, 3		2	2
638	2.0	171	170	0	0	4/4	4	1		viio65		Bb	bVII		viio65		vii	o	65					o7	0	0	2, -1, -4, 5		5	2
640	2.0	171	170	1/2	1/2	4/4	4	1		I6		Bb	bVII		I6		I		6					M	0	0	4, 1, 0		0	4
642	2.0	172	171	0	0	4/4	4	1		ii65		Bb	bVII		ii65		ii		65					mm7	0	0	-1, 3, 0, 2		2	-1
644	2.0	172	171	1/2	1/2	4/4	4	1		V65/V		Bb	bVII		V65/V		V		65		V			Mm7	0	0	6, 3, 0, 2		2	6
646	1.0	173	172	0	0	4/4	4	1		V		Bb	bVII		V		V							M	0	0	1, 5, 2		1	1
647	1.0	173	172	1/4	1/4	4/4	4	1		#viio7/vi		Bb	bVII		#viio7/vi		#vii	o	7		vi			o7	0	0	8, 5, 2, -1		8	8
648	2.0	173	172	1/2	1/2	4/4	4	1		vi		Bb	bVII		vi		vi							m	0	0	3, 0, 4		3	3
650	3.0	174	173	0	0	4/4	4	1		vi	I.i64	Bb	bVII		vi		vi							m	0	0	3, 0, 4		3	3
653	1.0	174	173	3/4	3/4	4/4	4	1		viio7/V		Bb	bVII		viio7/V		vii	o	7		V			o7	0	0	6, 3, 0, -3		6	6
654	3.0	175	174	0	0	4/4	4	1		V		Bb	bVII		V		V							M	0	0	1, 5, 2		1	1
657	1.0	175	174	3/4	3/4	4/4	4	1		V2		Bb	bVII		V2		V		2					Mm7	0	0	-1, 1, 5, 2		1	-1
658	4.0	176	175	0	0	4/4	4	1		I6		Bb	bVII		I6		I		6					M	0	0	4, 1, 0		0	4
662	4.0	177	176	0	0	4/4	4	1		I[I6		Bb	bVII	I	I6		I		6					M	0	0	4, 1, 0		0	4
