mc	mn	mc_playthrough	mn_playthrough	quarterbeats_playthrough	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	volta	label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
1	1	1	1a	0	0	1.5	0	0	6/8	4	1		e.i	e	i		i		i							m	1	1	0, -3, 1		0	0
1	1	1	1a	3/2	3/2	4.5	3/8	3/8	6/8	4	1		V6	e	i		V6		V		6					M	1	1	5, 2, 1		1	5
3	3	3	3a	6	6	3.0	0	0	6/8	4	1		i	e	i		i		i							m	1	1	0, -3, 1		0	0
4	4	4	4a	9	9	1.5	0	0	6/8	4	1		V7	e	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
4	4	4	4a	21/2	21/2	4.5	3/8	3/8	6/8	4	1		i\\	e	i		i		i						\\	m	1	1	0, -3, 1		0	0
6	6	6	6a	15	15	3.0	0	0	6/8	4	1		bII	e	i		bII		bII							M	1	1	-5, -1, -4		-5	-5
7	7	7	7a	18	18	1.5	0	0	6/8	4	1		V7/bII	e	i		V7/bII		V		7		bII			Mm7	1	1	-4, 0, -3, -6		-4	-4
7	7	7	7a	39/2	39/2	4.5	3/8	3/8	6/8	4	1		bII	e	i		bII		bII							M	1	1	-5, -1, -4		-5	-5
9	9	9	9a	24	24	3.0	0	0	6/8	4	1		viio7	e	i		viio7		vii	o	7					o7	1	1	-2, -5, -8, -11		-2	-2
10	10	10	10a	27	27	1.5	0	0	6/8	4	1		V65(2)	e	i		V65(2)		V		65	2				Mm7	1	1	5, 2, -1, -4		1	5
10	10	10	10a	57/2	57/2	1.5	3/8	3/8	6/8	4	1		V65	e	i		V65		V		65					Mm7	1	1	5, 2, -1, 1		1	5
11	11	11	11a	30	30	3.0	0	0	6/8	4	1		V7	e	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
12	12	12	12a	33	33	1.5	0	0	6/8	4	1		V7(2)	e	i		V7(2)		V		7	2				Mm7	1	1	-4, 5, 2, -1		1	-4
12	12	12	12a	69/2	69/2	1.5	3/8	3/8	6/8	4	1		V7	e	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
13	13	13	13a	36	36	1.5	0	0	6/8	4	1		V(64)	e	i		V(64)		V			64				M	1	1	1, 0, -3		1	1
13	13	13	13a	75/2	75/2	1.5	3/8	3/8	6/8	4	1		V7	e	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
14	14	14	14a	39	39	1.5	0	0	6/8	4	1		V(64)	e	i		V(64)		V			64				M	1	1	1, 0, -3		1	1
14	14	14	14a	81/2	81/2	0.5	3/8	3/8	6/8	4	1		V7(4)	e	i		V7(4)		V		7	4				Mm7	1	1	1, 0, 2, -1		1	1
14	14	14	14a	41	41	1.0	1/2	1/2	6/8	4	1		V7	e	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
15	15	15	15a	42	42	1.5	0	0	6/8	4	1		i\\	e	i		i		i						\\	m	1	1	0, -3, 1		0	0
15	15	15	15a	87/2	87/2	0.5	3/8	3/8	6/8	4	1		iv	e	i		iv		iv							m	1	1	-1, -4, 0		-1	-1
15	15	15	15a	44	44	0.5	1/2	1/2	6/8	4	1		V6/iv	e	i		V6/iv		V		6		iv			M	1	1	4, 1, 0		0	4
15	15	15	15a	89/2	89/2	0.5	5/8	5/8	6/8	4	1		iv	e	i		iv		iv							m	1	1	-1, -4, 0		-1	-1
16	16	16	16a	45	45	1.5	0	0	6/8	4	1		bII	e	i		bII		bII							M	1	1	-5, -1, -4		-5	-5
16	16	16	16a	93/2	93/2	1.5	3/8	3/8	6/8	4	1		vii	e	i		vii		vii							m	1	1	-2, -5, -1		-2	-2
17	17	17	17a	48	48	2.25	0	0	6/8	4	1		III	e	i		III		III							M	1	1	-3, 1, -2		-3	-3
17	17	17	17a	201/4	201/4	1.25	9/16	9/16	6/8	4	1		bII	e	i		bII		bII							M	1	1	-5, -1, -4		-5	-5
18	18	18	18a	103/2	103/2	1.0	1/8	1/8	6/8	4	1		viio7/V	e	i		viio7/V		vii	o	7		V			o7	1	1	6, 3, 0, -3		6	6
18	18	18	18a	105/2	105/2	1.5	3/8	3/8	6/8	4	1		V(64)	e	i		V(64)		V			64				M	1	1	1, 0, -3		1	1
19	19	19	19a	54	54	1.5	0	0	6/8	4	1		#viio2	e	i		#viio2		#vii	o	2					o7	1	1	-4, 5, 2, -1		5	-4
19	19	19	19a	111/2	111/2	4.5	3/8	3/8	6/8	4	1		V6\\	e	i		V6		V		6				\\	M	1	1	5, 2, 1		1	5
21	21	21	21a	60	60	1.5	0	0	6/8	4	1		i[i6	e	i	i	i6		i		6					m	1	1	-3, 1, 0		0	-3
21	21	21	21a	123/2	123/2	1.5	3/8	3/8	6/8	4	1		#viio64	e	i	i	#viio64		#vii	o	64					o	1	1	-1, 5, 2		5	-1
22	22	22	22a	63	63	1.5	0	0	6/8	4	1		i6	e	i	i	i6		i		6					m	1	1	-3, 1, 0		0	-3
22	22	22	22a	129/2	129/2	1.5	3/8	3/8	6/8	4	1		#viio64	e	i	i	#viio64		#vii	o	64					o	1	1	-1, 5, 2		5	-1
23	23	23	23a	66	66	1.5	0	0	6/8	4	1		i6]	e	i	i	i6		i		6					m	1	1	-3, 1, 0		0	-3
23	23	23	23a	135/2	135/2	0.5	3/8	3/8	6/8	4	1		iv	e	i		iv		iv							m	1	1	-1, -4, 0		-1	-1
23	23	23	23a	68	68	0.5	1/2	1/2	6/8	4	1		V6/iv	e	i		V6/iv		V		6		iv			M	1	1	4, 1, 0		0	4
23	23	23	23a	137/2	137/2	0.5	5/8	5/8	6/8	4	1		iv	e	i		iv		iv							m	1	1	-1, -4, 0		-1	-1
24	24	24	24a	69	69	1.5	0	0	6/8	4	1		bII	e	i		bII		bII							M	1	1	-5, -1, -4		-5	-5
24	24	24	24a	141/2	141/2	2.25	3/8	3/8	6/8	4	1		vii	e	i		vii		vii							m	1	1	-2, -5, -1		-2	-2
25	25	25	25a	291/4	291/4	1.75	3/16	3/16	6/8	4	1		bII	e	i		bII		bII							M	1	1	-5, -1, -4		-5	-5
25	25	25	25a	149/2	149/2	0.5	5/8	5/8	6/8	4	1		vi.iv6	e	vi		iv6		iv		6					m	1	1	-4, 0, -1		-1	-4
26	26	26	26a	75	75	3.0	0	0	6/8	4	1		V7	e	vi		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
27	27	27	27a	78	78	3.0	0	0	6/8	4	1		i	e	vi		i		i							m	1	1	0, -3, 1		0	0
28	28	28	28a	81	81	3.0	0	0	6/8	4	1		iii.V65	e	iii		V65		V		65					Mm7	1	1	5, 2, -1, 1		1	5
29	29	29	29a	84	84	3.0	0	0	6/8	4	1		i	e	iii		i		i							m	1	1	0, -3, 1		0	0
30	30	30	30a	87	87	2.5	0	0	6/8	4	1		VI	e	iii		VI		VI							M	1	1	-4, 0, -3		-4	-4
30	30	30	30a	179/2	179/2	0.5	5/8	5/8	6/8	4	1		Ger6	e	iii		Ger6	Ger	vii	o	65	b3	V			Ger	1	1	-4, 0, -3, 6		6	-4
31	31	31	31a	90	90	0.75	0	0	6/8	4	1		V[V	e	iii	V	V		V							M	1	1	1, 5, 2		1	1
31	31	31	31a	363/4	363/4	0.25	3/16	3/16	6/8	4	1		iv6	e	iii	V	iv6		iv		6					m	1	1	-4, 0, -1		-1	-4
31	31	31	31a	91	91	0.5	1/4	1/4	6/8	4	1		viio7/V	e	iii	V	viio7/V		vii	o	7		V			o7	1	1	6, 3, 0, -3		6	6
31	31	31	31a	183/2	183/2	1.0	3/8	3/8	6/8	4	1		V	e	iii	V	V		V							M	1	1	1, 5, 2		1	1
31	31	31	31a	185/2	185/2	0.5	5/8	5/8	6/8	4	1		viio7/V	e	iii	V	viio7/V		vii	o	7		V			o7	1	1	6, 3, 0, -3		6	6
32	32	32	32a	93	93	0.25	0	0	6/8	4	1		V	e	iii	V	V		V							M	1	1	1, 5, 2		1	1
32	32	32	32a	373/4	373/4	0.5	1/16	1/16	6/8	4	1		VI6	e	iii	V	VI6		VI		6					M	1	1	0, -3, -4		-4	0
32	32	32	32a	375/4	375/4	0.25	3/16	3/16	6/8	4	1		viio43/V	e	iii	V	viio43/V		vii	o	43		V			o7	1	1	0, -3, 6, 3		6	0
32	32	32	32a	94	94	0.25	1/4	1/4	6/8	4	1		V6	e	iii	V	V6		V		6					M	1	1	5, 2, 1		1	5
32	32	32	32a	377/4	377/4	0.25	5/16	5/16	6/8	4	1		Ger6	e	iii	V	Ger6	Ger	vii	o	65	b3	V			Ger	1	1	-4, 0, -3, 6		6	-4
32	32	32	32a	189/2	189/2	0.25	3/8	3/8	6/8	4	1		V	e	iii	V	V		V							M	1	1	1, 5, 2		1	1
32	32	32	32a	379/4	379/4	0.25	7/16	7/16	6/8	4	1		viio7/V	e	iii	V	viio7/V		vii	o	7		V			o7	1	1	6, 3, 0, -3		6	6
32	32	32	32a	95	95	0.25	1/2	1/2	6/8	4	1		V	e	iii	V	V		V							M	1	1	1, 5, 2		1	1
32	32	32	32a	381/4	381/4	0.25	9/16	9/16	6/8	4	1		V7/V	e	iii	V	V7/V		V		7		V			Mm7	1	1	2, 6, 3, 0		2	2
32	32	32	32a	191/2	191/2	0.25	5/8	5/8	6/8	4	1		V	e	iii	V	V		V							M	1	1	1, 5, 2		1	1
32	32	32	32a	383/4	383/4	0.25	11/16	11/16	6/8	4	1		V7/V	e	iii	V	V7/V		V		7		V			Mm7	1	1	2, 6, 3, 0		2	2
33	33	33	33a	96	96	1.5	0	0	6/8	4	1		V]	e	iii	V	V		V							M	1	1	1, 5, 2		1	1
33	33	33	33a	195/2	195/2	4.5	3/8	3/8	6/8	4	1		III.V\\	e	III		V		V						\\	M	1	0	1, 5, 2		1	1
35	35	35	35a	102	102	3.0	0	0	6/8	4	1		V7	e	III		V7		V		7					Mm7	1	0	1, 5, 2, -1		1	1
36	36	36	36a	105	105	3.0	0	0	6/8	4	1		V43	e	III		V43		V		43					Mm7	1	0	2, -1, 1, 5		1	2
37	37	37	37a	108	108	1.5	0	0	6/8	4	1		V65	e	III		V65		V		65					Mm7	1	0	5, 2, -1, 1		1	5
37	37	37	37a	219/2	219/2	1.5	3/8	3/8	6/8	4	1		V43	e	III		V43		V		43					Mm7	1	0	2, -1, 1, 5		1	2
38	38	38	38a	111	111	3.0	0	0	6/8	4	1		V2	e	III		V2		V		2					Mm7	1	0	-1, 1, 5, 2		1	-1
39	39	39	39a	114	114	1.5	0	0	6/8	4	1		I6	e	III		I6		I		6					M	1	0	4, 1, 0		0	4
39	39	39	39a	231/2	231/2	1.5	3/8	3/8	6/8	4	1		IV	e	III		IV		IV							M	1	0	-1, 3, 0		-1	-1
40	40	40	40a	117	117	1.0	0	0	6/8	4	1		V	e	III		V		V							M	1	0	1, 5, 2		1	1
40	40	40	40a	118	118	0.5	1/4	1/4	6/8	4	1		V7	e	III		V7		V		7					Mm7	1	0	1, 5, 2, -1		1	1
40	40	40	40a	237/2	237/2	1.5	3/8	3/8	6/8	4	1		I\\	e	III		I		I						\\	M	1	0	0, 4, 1		0	0
41	41	41	41a	120	120	1.5	0	0	6/8	4	1		I6	e	III		I6		I		6					M	1	0	4, 1, 0		0	4
41	41	41	41a	243/2	243/2	1.0	3/8	3/8	6/8	4	1		IV(+4)	e	III		IV(+4)		IV			+4				M	1	0	-1, 3, 0	5	-1	-1
41	41	41	41a	245/2	245/2	0.5	5/8	5/8	6/8	4	1		IV	e	III		IV		IV							M	1	0	-1, 3, 0		-1	-1
42	42	42	42a	123	123	3.0	0	0	6/8	4	1		viio7	e	III		viio7		vii	o	7					o7	1	0	5, 2, -1, -4		5	5
43	43	43	43a	126	126	1.5	0	0	6/8	4	1		I6	e	III		I6		I		6					M	1	0	4, 1, 0		0	4
43	43	43	43a	255/2	255/2	0.5	3/8	3/8	6/8	4	1		ii64(2)	e	III		ii64(2)		ii		64	2				m	1	0	3, 4, -1		2	3
43	43	43	43a	128	128	1.0	1/2	1/2	6/8	4	1		ii64	e	III		ii64		ii		64					m	1	0	3, 2, -1		2	3
44	44	44	44a	129	129	1.0	0	0	6/8	4	1		V(9)	e	III		V(9)		V			9				M	1	0	1, 5, 2	3	1	1
44	44	44	44a	130	130	0.5	1/4	1/4	6/8	4	1		V6	e	III		V6		V		6					M	1	0	5, 2, 1		1	5
44	44	44	44a	261/2	261/2	1.5	3/8	3/8	6/8	4	1		V	e	III		V		V							M	1	0	1, 5, 2		1	1
45	45	45	45a	132	132	1.5	0	0	6/8	4	1		I	e	III		I		I							M	1	0	0, 4, 1		0	0
45	45	45	45a	267/2	267/2	0.5	3/8	3/8	6/8	4	1		ii6(#76)	e	III		ii6(#76)		ii		6	#76				m	1	0	-1, 5, 7		2	-1
45	45	45	45a	134	134	0.5	1/2	1/2	6/8	4	1		ii6	e	III		ii6		ii		6					m	1	0	-1, 3, 2		2	-1
45	45	45	45a	269/2	269/2	0.5	5/8	5/8	6/8	4	1		ii	e	III		ii		ii							m	1	0	2, -1, 3		2	2
46	46	46	46a	135	135	1.0	0	0	6/8	4	1		V6(2)	e	III		V6(2)		V		6	2				M	1	0	5, 2, 3		1	5
46	46	46	46a	136	136	0.5	1/4	1/4	6/8	4	1		V6	e	III		V6		V		6					M	1	0	5, 2, 1		1	5
46	46	46	46a	273/2	273/2	1.5	3/8	3/8	6/8	4	1		V	e	III		V		V							M	1	0	1, 5, 2		1	1
47	47	47	47a	138	138	0.75	0	0	6/8	4	1		I(11#2)	e	III		I(11#2)		I			11#2				M	1	0	0, 9, 1	-1	0	0
47	47	47	47a	555/4	555/4	0.75	3/16	3/16	6/8	4	1		I	e	III		I		I							M	1	0	0, 4, 1		0	0
47	47	47	47a	279/2	279/2	2.0	3/8	3/8	6/8	4	1		V65/V	e	III		V65/V		V		65		V			Mm7	1	0	6, 3, 0, 2		2	6
48	48	48	48a	283/2	283/2	2.0	1/8	1/8	6/8	4	1		V(64)	e	III		V(64)		V			64				M	1	0	1, 0, 4		1	1
48	48	48	48a	287/2	287/2	0.5	5/8	5/8	6/8	4	1		V7	e	III		V7		V		7					Mm7	1	0	1, 5, 2, -1		1	1
49	49	49	49a	144	144	0.75	0	0	6/8	4	1		viio2	e	III		viio2		vii	o	2					o7	1	0	-4, 5, 2, -1		5	-4
49	49	49	49a	579/4	579/4	0.25	3/16	3/16	6/8	4	1		V	e	III		V		V							M	1	0	1, 5, 2		1	1
49	49	49	49a	145	145	0.25	1/4	1/4	6/8	4	1		viio43	e	III		viio43		vii	o	43					o7	1	0	-1, -4, 5, 2		5	-1
49	49	49	49a	581/4	581/4	0.25	5/16	5/16	6/8	4	1		V	e	III		V		V							M	1	0	1, 5, 2		1	1
49	49	49	49a	291/2	291/2	0.75	3/8	3/8	6/8	4	1		viio2	e	III		viio2		vii	o	2					o7	1	0	-4, 5, 2, -1		5	-4
49	49	49	49a	585/4	585/4	0.25	9/16	9/16	6/8	4	1		V	e	III		V		V							M	1	0	1, 5, 2		1	1
49	49	49	49a	293/2	293/2	0.5	5/8	5/8	6/8	4	1		viio43	e	III		viio43		vii	o	43					o7	1	0	-1, -4, 5, 2		5	-1
50	50	50	50a	147	147	0.75	0	0	6/8	4	1		viio65/V	e	III		viio65/V		vii	o	65		V			o7	1	0	3, 0, -3, 6		6	3
50	50	50	50a	591/4	591/4	0.25	3/16	3/16	6/8	4	1		i64	e	III		i64		i		64					m	1	0	1, 0, -3		0	1
50	50	50	50a	148	148	0.25	1/4	1/4	6/8	4	1		viio7/V	e	III		viio7/V		vii	o	7		V			o7	1	0	6, 3, 0, -3		6	6
50	50	50	50a	593/4	593/4	0.25	5/16	5/16	6/8	4	1		i64	e	III		i64		i		64					m	1	0	1, 0, -3		0	1
50	50	50	50a	297/2	297/2	0.75	3/8	3/8	6/8	4	1		viio65/V	e	III		viio65/V		vii	o	65		V			o7	1	0	3, 0, -3, 6		6	3
50	50	50	50a	597/4	597/4	0.25	9/16	9/16	6/8	4	1		i64	e	III		i64		i		64					m	1	0	1, 0, -3		0	1
50	50	50	50a	299/2	299/2	0.5	5/8	5/8	6/8	4	1		viio7/V	e	III		viio7/V		vii	o	7		V			o7	1	0	6, 3, 0, -3		6	6
51	51	51	51a	150	150	1.0	0	0	6/8	4	1		V\\	e	III		V		V						\\	M	1	0	1, 5, 2		1	1
51	51	51	51a	151	151	0.5	1/4	1/4	6/8	4	1		V65	e	III		V65		V		65					Mm7	1	0	5, 2, -1, 1		1	5
51	51	51	51a	303/2	303/2	0.5	3/8	3/8	6/8	4	1		I	e	III		I		I							M	1	0	0, 4, 1		0	0
51	51	51	51a	152	152	0.5	1/2	1/2	6/8	4	1		viio43	e	III		viio43		vii	o	43					o7	1	0	-1, -4, 5, 2		5	-1
51	51	51	51a	305/2	305/2	0.5	5/8	5/8	6/8	4	1		I6	e	III		I6		I		6					M	1	0	4, 1, 0		0	4
52	52	52	52a	153	153	0.5	0	0	6/8	4	1		ii6	e	III		ii6		ii		6					m	1	0	-1, 3, 2		2	-1
52	52	52	52a	307/2	307/2	0.5	1/8	1/8	6/8	4	1		I64	e	III		I64		I		64					M	1	0	1, 0, 4		0	1
52	52	52	52a	154	154	0.5	1/4	1/4	6/8	4	1		V43/V	e	III		V43/V		V		43		V			Mm7	1	0	3, 0, 2, 6		2	3
52	52	52	52a	309/2	309/2	1.0	3/8	3/8	6/8	4	1		V(64)	e	III		V(64)		V			64				M	1	0	1, 0, 4		1	1
52	52	52	52a	311/2	311/2	0.5	5/8	5/8	6/8	4	1		V7	e	III		V7		V		7					Mm7	1	0	1, 5, 2, -1		1	1
53	53	53	53a	156	156	0.75	0	0	6/8	4	1		viio2	e	III		viio2		vii	o	2					o7	1	0	-4, 5, 2, -1		5	-4
53	53	53	53a	627/4	627/4	0.25	3/16	3/16	6/8	4	1		V	e	III		V		V							M	1	0	1, 5, 2		1	1
53	53	53	53a	157	157	0.5	1/4	1/4	6/8	4	1		#viio2/vi	e	III		#viio2/vi		#vii	o	2		vi			o7	1	0	-1, 8, 5, 2		8	-1
53	53	53	53a	315/2	315/2	1.0	3/8	3/8	6/8	4	1		V7/vi	e	III		V7/vi		V		7		vi			Mm7	1	0	4, 8, 5, 2		4	4
53	53	53	53a	317/2	317/2	0.25	5/8	5/8	6/8	4	1		vi64	e	III		vi64		vi		64					m	1	0	4, 3, 0		3	4
53	53	53	53a	635/4	635/4	0.25	11/16	11/16	6/8	4	1		vi%43	e	III		vi%43		vi	%	43					%7	1	0	-3, 1, 3, 0		3	-3
54	54	54	54a	159	159	1.0	0	0	6/8	4	1		V7/V	e	III		V7/V		V		7		V			Mm7	1	0	2, 6, 3, 0		2	2
54	54	54	54a	160	160	0.25	1/4	1/4	6/8	4	1		v64	e	III		v64		v		64					m	1	0	2, 1, -2		1	2
54	54	54	54a	641/4	641/4	0.25	5/16	5/16	6/8	4	1		v%43	e	III		v%43		v	%	43					%7	1	0	-5, -1, 1, -2		1	-5
54	54	54	54a	321/2	321/2	1.0	3/8	3/8	6/8	4	1		V7/IV	e	III		V7/IV		V		7		IV			Mm7	1	0	0, 4, 1, -2		0	0
54	54	54	54a	323/2	323/2	0.25	5/8	5/8	6/8	4	1		IV	e	III		IV		IV							M	1	0	-1, 3, 0		-1	-1
54	54	54	54a	647/4	647/4	0.25	11/16	11/16	6/8	4	1		viio7/V	e	III		viio7/V		vii	o	7		V			o7	1	0	6, 3, 0, -3		6	6
55	55	55	55a	162	162	1.5	0	0	6/8	4	1		V(64)	e	III		V(64)		V			64				M	1	0	1, 0, 4		1	1
55	55	55	55a	327/2	327/2	1.5	3/8	3/8	6/8	4	1		V43/IV	e	III		V43/IV		V		43		IV			Mm7	1	0	1, -2, 0, 4		0	1
56	56	56	56a	165	165	1.0	0	0	6/8	4	1		#viio65/ii	e	III		#viio65/ii		#vii	o	65		ii			o7	1	0	4, 1, -2, 7		7	4
56	56	56	56a	166	166	0.5	1/4	1/4	6/8	4	1		V2/ii	e	III		V2/ii		V		2		ii			Mm7	1	0	1, 3, 7, 4		3	1
56	56	56	56a	333/2	333/2	1.0	3/8	3/8	6/8	4	1		V6/V	e	III		V6/V		V		6		V			M	1	0	6, 3, 2		2	6
56	56	56	56a	335/2	335/2	0.5	5/8	5/8	6/8	4	1		viio65	e	III		viio65		vii	o	65					o7	1	0	2, -1, -4, 5		5	2
57	57	57	57a	168	168	1.0	0	0	6/8	4	1		I6	e	III		I6		I		6					M	1	0	4, 1, 0		0	4
57	57	57	57a	169	169	2.0	1/4	1/4	6/8	4	1		v	e	III		v		v							m	1	0	1, -2, 2		1	1
58	58	58	58a	171	171	1.0	0	0	6/8	4	1		#viio43/ii	e	III		#viio43/ii		#vii	o	43		ii			o7	1	0	1, -2, 7, 4		7	1
58	58	58	58a	172	172	1.5	1/4	1/4	6/8	4	1		V6/V	e	III		V6/V		V		6		V			M	1	0	6, 3, 2		2	6
58	58	58	58a	347/2	347/2	1.0	5/8	5/8	6/8	4	1		viio43	e	III		viio43		vii	o	43					o7	1	0	-1, -4, 5, 2		5	-1
59	59	59	59a	349/2	349/2	1.0	1/8	1/8	6/8	4	1		I6	e	III		I6		I		6					M	1	0	4, 1, 0		0	4
59	59	59	59a	351/2	351/2	1.0	3/8	3/8	6/8	4	1		#viio65/ii	e	III		#viio65/ii		#vii	o	65		ii			o7	1	0	4, 1, -2, 7		7	4
59	59	59	59a	353/2	353/2	1.0	5/8	5/8	6/8	4	1		ii6	e	III		ii6		ii		6					m	1	0	-1, 3, 2		2	-1
60	60	60	60a	355/2	355/2	1.0	1/8	1/8	6/8	4	1		viio7/V	e	III		viio7/V		vii	o	7		V			o7	1	0	6, 3, 0, -3		6	6
60	60	60	60a	357/2	357/2	1.0	3/8	3/8	6/8	4	1		I64	e	III		I64		I		64					M	1	0	1, 0, 4		0	1
60	60	60	60a	359/2	359/2	1.0	5/8	5/8	6/8	4	1		Ger6	e	III		Ger6	Ger	vii	o	65	b3	V			Ger	1	0	-4, 0, -3, 6		6	-4
61	61	61	61a	361/2	361/2	3.0	1/8	1/8	6/8	4	1		viio65/V	e	III		viio65/V		vii	o	65		V			o7	1	0	3, 0, -3, 6		6	3
62	62	62	62a	367/2	367/2	3.0	1/8	1/8	6/8	4	1		Ger6	e	III		Ger6	Ger	vii	o	65	b3	V			Ger	1	0	-4, 0, -3, 6		6	-4
63	63	63	63a	373/2	373/2	3.0	1/8	1/8	6/8	4	1		V(64)	e	III		V(64)		V			64				M	1	0	1, 0, 4		1	1
64	64	64	64a	379/2	379/2	2.5	1/8	1/8	6/8	4	1		V7	e	III		V7		V		7					Mm7	1	0	1, 5, 2, -1		1	1
65	65	65	65a	192	192	3.0	0	0	6/8	4	1		V(64)	e	III		V(64)		V			64				M	1	0	1, 0, 4		1	1
66	66	66	66a	195	195	3.0	0	0	6/8	4	1		V7	e	III		V7		V		7					Mm7	1	0	1, 5, 2, -1		1	1
67	67	67	67a	198	198	3.0	0	0	6/8	4	1		V(64)	e	III		V(64)		V			64				M	1	0	1, 0, 4		1	1
68	68	68	68a	201	201	3.0	0	0	6/8	4	1		V7	e	III		V7		V		7					Mm7	1	0	1, 5, 2, -1		1	1
69	69	69	69a	204	204	1.5	0	0	6/8	4	1	1	I\\	e	III		I		I						\\	M	1	0	0, 4, 1		0	0
69	69	69	69a	411/2	411/2	1.5	3/8	3/8	6/8	4	1	1	V7	e	III		V7		V		7					Mm7	1	0	1, 5, 2, -1		1	1
70	70	70	70a	207	207	1.5	0	0	6/8	4	1	1	i.i	e	i		i		i							m	1	1	0, -3, 1		0	0
70	70	70	70a	417/2	417/2	4.5	3/8	3/8	6/8	4	1	1	V6	e	i		V6		V		6					M	1	1	5, 2, 1		1	5
3	3	72	3b	213	6	3.0	0	0	6/8	4	1		i	e	i		i		i							m	1	1	0, -3, 1		0	0
4	4	73	4b	216	9	1.5	0	0	6/8	4	1		V7	e	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
4	4	73	4b	435/2	21/2	4.5	3/8	3/8	6/8	4	1		i\\	e	i		i		i						\\	m	1	1	0, -3, 1		0	0
6	6	75	6b	222	15	3.0	0	0	6/8	4	1		bII	e	i		bII		bII							M	1	1	-5, -1, -4		-5	-5
